Sigla, País                  , Ano , Valor Bruto       , Pontuação Final   , Rank , Continente
BEN  , Benin                 , 2021, 4.77570104598999  , 4.77570104598999  ,  10.0, AF
BEN  , Benin                 , 2024, 4.52424995652174  , 4.52424995652174  ,  22.0, AF
BGD  , Bangladesh            , 2019, 3.14492750167847  , 3.14492750167847  ,  87.0, AS
BGD  , Bangladesh            , 2021, 3.14492750167847  , 3.14492750167847  ,  87.0, AS
BGD  , Bangladesh            , 2024, 2.77630744055944  , 2.77630744055944  , 105.0, AS
BGR  , Bulgaria              , 2019, 3.45161294937134  , 3.45161294937134  ,  59.0, EU
BGR  , Bulgaria              , 2021, 3.45161294937134  , 3.45161294937134  ,  59.0, EU
BGR  , Bulgaria              , 2024, 3.51185085365854  , 3.51185085365854  ,  68.0, EU
BHR  , Bahrain               , 2019, 4.41808557510376  , 4.41808557510376  ,  24.0, AS
BHR  , Bahrain               , 2021, 4.41808557510376  , 4.41808557510376  ,  24.0, AS
BHR  , Bahrain               , 2024, 4.41135141463415  , 4.41135141463415  ,  24.0, AS
BIH  , Bosnia and Herzegovina, 2019, 3.02727270126343  , 3.02727270126343  ,  92.0, EU
BIH  , Bosnia and Herzegovina, 2021, 3.02727270126343  , 3.02727270126343  ,  92.0, EU
BIH  , Bosnia and Herzegovina, 2024, 3.19432144230769  , 3.19432144230769  ,  85.0, EU
BOL  , Bolivia               , 2019, 2.23190641403198  , 2.23190641403198  , 118.0, SA
BOL  , Bolivia               , 2021, 2.23190641403198  , 2.23190641403198  , 118.0, SA
BOL  , Bolivia               , 2024, 2.68011076923077  , 2.68011076923077  , 109.0, SA
BRA  , Brazil                , 2019, 3.1702127456665   , 3.1702127456665   ,  85.0, SA
BRA  , Brazil                , 2021, 3.1702127456665   , 3.1702127456665   ,  85.0, SA
BRA  , Brazil                , 2024, 3.06370445889101  , 3.06370445889101  ,  92.0, SA
BRB  , Barbados              , 2019, 3.25              , 3.25              ,  78.0, SA
BRB  , Barbados              , 2021, 3.25              , 3.25              ,  78.0, SA
BRB  , Barbados              , 2024, 3.06667           , 3.06667           ,  90.0, SA
BWA  , Botswana              , 2019, 2.73076915740967  , 2.73076915740967  , 102.0, AF
BWA  , Botswana              , 2021, 2.73076915740967  , 2.73076915740967  , 102.0, AF
BWA  , Botswana              , 2024, 1.64118733333333  , 1.64118733333333  , 119.0, AF
CAN  , Canada                , 2019, 4.40996170043945  , 4.40996170043945  ,  25.0, NA
CAN  , Canada                , 2021, 4.40996170043945  , 4.40996170043945  ,  25.0, NA
CAN  , Canada                , 2024, 4.77287520547945  , 4.77287520547945  ,  14.0, NA
CHE  , Switzerland           , 2019, 4.19767427444458  , 4.19767427444458  ,  30.0, EU
CHE  , Switzerland           , 2021, 4.19767427444458  , 4.19767427444458  ,  30.0, EU
CHE  , Switzerland           , 2024, 4.39133817518248  , 4.39133817518248  ,  26.0, EU
CHL  , Chile                 , 2019, 3.28571438789368  , 3.28571438789368  ,  73.0, SA
CHL  , Chile                 , 2021, 3.28571438789368  , 3.28571438789368  ,  73.0, SA
CHL  , Chile                 , 2024, 3.33839994179894  , 3.33839994179894  ,  79.0, SA
CHN  , China                 , 2019, 5.11904764175415  , 5.11904764175415  ,   3.0, AS
CHN  , China                 , 2021, 5.11904764175415  , 5.11904764175415  ,   3.0, AS
CHN  , China                 , 2024, 5.12121279220779  , 5.12121279220779  ,   3.0, AS
CIV  , Cote d'Ivoire         , 2019, 3.75129532814026  , 3.75129532814026  ,  48.0, AF
CIV  , Cote d'Ivoire         , 2021, 3.75129532814026  , 3.75129532814026  ,  48.0, AF
CIV  , Cote d'Ivoire         , 2024, 4.39810632911392  , 4.39810632911392  ,  25.0, AF
CMR  , Cameroon              , 2019, 3.65079355239868  , 3.65079355239868  ,  53.0, AF
CMR  , Cameroon              , 2021, 3.65079355239868  , 3.65079355239868  ,  53.0, AF
CMR  , Cameroon              , 2024, 4.02618196491228  , 4.02618196491228  ,  46.0, AF
COL  , Colombia              , 2019, 3.05263161659241  , 3.05263161659241  ,  89.0, SA
COL  , Colombia              , 2021, 3.05263161659241  , 3.05263161659241  ,  89.0, SA
COL  , Colombia              , 2024, 3.69439663414634  , 3.69439663414634  ,  61.0, SA
CRI  , Costa Rica            , 2019, 4.25              , 4.25              ,  28.0, SA
CRI  , Costa Rica            , 2021, 4.25              , 4.25              ,  28.0, SA
CRI  , Costa Rica            , 2024, 4.34968584507042  , 4.34968584507042  ,  30.0, SA
CYP  , Cyprus                , 2019, 4.02631568908691  , 4.02631568908691  ,  38.0, EU
CYP  , Cyprus                , 2021, 4.02631568908691  , 4.02631568908691  ,  38.0, EU
CYP  , Cyprus                , 2024, 4.02145711904762  , 4.02145711904762  ,  47.0, EU
CZE  , Czechia               , 2019, 3.39090919494629  , 3.39090919494629  ,  63.0, EU
CZE  , Czechia               , 2021, 3.39090919494629  , 3.39090919494629  ,  63.0, EU
CZE  , Czechia               , 2024, 2.75248611111111  , 2.75248611111111  , 106.0, EU
DEU  , Germany               , 2019, 4.32258081436157  , 4.32258081436157  ,  27.0, EU
DEU  , Germany               , 2021, 4.32258081436157  , 4.32258081436157  ,  27.0, EU
DEU  , Germany               , 2024, 4.62648095238095  , 4.62648095238095  ,  19.0, EU
DNK  , Denmark               , 2019, 3.55555558204651  , 3.55555558204651  ,  55.0, EU
DNK  , Denmark               , 2021, 3.55555558204651  , 3.55555558204651  ,  55.0, EU
DNK  , Denmark               , 2024, 3.58936851396648  , 3.58936851396648  ,  65.0, EU
DOM  , Dominican Republic    , 2019, 3.32857131958008  , 3.32857131958008  ,  67.0, SA
DOM  , Dominican Republic    , 2021, 3.32857131958008  , 3.32857131958008  ,  67.0, SA
DOM  , Dominican Republic    , 2024, 3.13599470168067  , 3.13599470168067  ,  88.0, SA
DZA  , Algeria               , 2019, 2.33333           , 2.33333           , 115.0, AF
DZA  , Algeria               , 2021, 2.33333           , 2.33333           , 115.0, AF
DZA  , Algeria               , 2024, 2.57856967175573  , 2.57856967175573  , 112.0, AF
ECU  , Ecuador               , 2019, 3.0459771156311   , 3.0459771156311   ,  90.0, SA
ECU  , Ecuador               , 2021, 3.0459771156311   , 3.0459771156311   ,  90.0, SA
ECU  , Ecuador               , 2024, 3.17709439130435  , 3.17709439130435  ,  86.0, SA
EGY  , "Egypt, Arab Rep."    , 2019, 4.48372554779053  , 4.48372554779053  ,  19.0, AF
EGY  , "Egypt, Arab Rep."    , 2021, 4.48372554779053  , 4.48372554779053  ,  19.0, AF
EGY  , "Egypt, Arab Rep."    , 2024, 4.32062205882353  , 4.32062205882353  ,  32.0, AF
ESP  , Spain                 , 2019, 3.30693078041077  , 3.30693078041077  ,  70.0, EU
ESP  , Spain                 , 2021, 3.30693078041077  , 3.30693078041077  ,  70.0, EU
ESP  , Spain                 , 2024, 3.58303           , 3.58303           ,  66.0, EU
EST  , Estonia               , 2019, 2.97297286987305  , 2.97297286987305  ,  94.0, EU
EST  , Estonia               , 2021, 2.97297286987305  , 2.97297286987305  ,  94.0, EU
EST  , Estonia               , 2024, 3.48555683333333  , 3.48555683333333  ,  71.0, EU
FIN  , Finland               , 2019, 3.32631587982178  , 3.32631587982178  ,  68.0, EU
FIN  , Finland               , 2021, 3.32631587982178  , 3.32631587982178  ,  68.0, EU
FIN  , Finland               , 2024, 3.6189307826087   , 3.6189307826087   ,  63.0, EU
FRA  , France                , 2019, 4.04411745071411  , 4.04411745071411  ,  36.0, EU
FRA  , France                , 2021, 4.04411745071411  , 4.04411745071411  ,  36.0, EU
FRA  , France                , 2024, 4.19064806060606  , 4.19064806060606  ,  39.0, EU
GBR  , United Kingdom        , 2019, 3.29702973365784  , 3.29702973365784  ,  72.0, EU
GBR  , United Kingdom        , 2021, 3.29702973365784  , 3.29702973365784  ,  72.0, EU
GBR  , United Kingdom        , 2024, 4.35347525        , 4.35347525        ,  29.0, EU
GEO  , Georgia               , 2019, 4.79411745071411  , 4.79411745071411  ,   9.0, AS
GEO  , Georgia               , 2021, 4.79411745071411  , 4.79411745071411  ,   9.0, AS
GEO  , Georgia               , 2024, 5.0893936038961   , 5.0893936038961   ,   4.0, AS
GHA  , Ghana                 , 2019, 3.54022979736328  , 3.54022979736328  ,  56.0, AF
GHA  , Ghana                 , 2021, 3.54022979736328  , 3.54022979736328  ,  56.0, AF
GHA  , Ghana                 , 2024, 3.99620723809524  , 3.99620723809524  ,  48.0, AF
GRC  , Greece                , 2019, 3.90909099578857  , 3.90909099578857  ,  42.0, EU
GRC  , Greece                , 2021, 3.90909099578857  , 3.90909099578857  ,  42.0, EU
GRC  , Greece                , 2024, 4.17997482741117  , 4.17997482741117  ,  40.0, EU
GTM  , Guatemala             , 2019, 2.97000002861023  , 2.97000002861023  ,  95.0, SA
GTM  , Guatemala             , 2021, 2.97000002861023  , 2.97000002861023  ,  95.0, SA
GTM  , Guatemala             , 2024, 3.06560946808511  , 3.06560946808511  ,  91.0, SA
HND  , Honduras              , 2019, 2.60344839096069  , 2.60344839096069  , 110.0, SA
HND  , Honduras              , 2021, 2.60344839096069  , 2.60344839096069  , 110.0, SA
HND  , Honduras              , 2024, 2.79802822510822  , 2.79802822510822  , 103.0, SA
HRV  , Croatia               , 2019, 3.77694439888     , 3.77694439888     ,  45.0, EU
HRV  , Croatia               , 2021, 3.77694439888     , 3.77694439888     ,  45.0, EU
HRV  , Croatia               , 2024, 3.77694439888     , 3.77694439888     ,  58.0, EU
HUN  , Hungary               , 2019, 2.71604943275452  , 2.71604943275452  , 103.0, EU
HUN  , Hungary               , 2021, 2.71604943275452  , 2.71604943275452  , 103.0, EU
HUN  , Hungary               , 2024, 3.41917314285714  , 3.41917314285714  ,  74.0, EU
IDN  , Indonesia             , 2019, 4.81415748596191  , 4.81415748596191  ,   8.0, AS
IDN  , Indonesia             , 2021, 4.81415748596191  , 4.81415748596191  ,   8.0, AS
IDN  , Indonesia             , 2024, 4.79122419895288  , 4.79122419895288  ,  13.0, AS
IND  , India                 , 2019, 3.76806092262268  , 3.76806092262268  ,  46.0, AS
IND  , India                 , 2021, 3.76806092262268  , 3.76806092262268  ,  46.0, AS
IND  , India                 , 2024, 3.86770088151659  , 3.86770088151659  ,  53.0, AS
IRL  , Ireland               , 2019, 3.46875           , 3.46875           ,  58.0, EU
IRL  , Ireland               , 2021, 3.46875           , 3.46875           ,  58.0, EU
IRL  , Ireland               , 2024, 3.59866102531646  , 3.59866102531646  ,  64.0, EU
IRN  , "Iran, Islamic Rep."  , 2019, 2.55371904373169  , 2.55371904373169  , 112.0, AS
IRN  , "Iran, Islamic Rep."  , 2021, 2.55371904373169  , 2.55371904373169  , 112.0, AS
IRN  , "Iran, Islamic Rep."  , 2024, 2.47938884210526  , 2.47938884210526  , 115.0, AS
ISL  , Iceland               , 2019, 3.7254900932312   , 3.7254900932312   ,  49.0, EU
ISL  , Iceland               , 2021, 3.7254900932312   , 3.7254900932312   ,  49.0, EU
ISL  , Iceland               , 2024, 3.51332583333333  , 3.51332583333333  ,  67.0, EU
ISR  , Israel                , 2019, 4.43589735031128  , 4.43589735031128  ,  22.0, AS
ISR  , Israel                , 2021, 4.43589735031128  , 4.43589735031128  ,  22.0, AS
ISR  , Israel                , 2024, 4.11144363636364  , 4.11144363636364  ,  42.0, AS
ITA  , Italy                 , 2019, 4.82524251937866  , 4.82524251937866  ,   7.0, EU
ITA  , Italy                 , 2021, 4.82524251937866  , 4.82524251937866  ,   7.0, EU
ITA  , Italy                 , 2024, 5.06790047058824  , 5.06790047058824  ,   6.0, EU
JAM  , Jamaica               , 2019, 2.7013            , 2.7013            , 104.0, SA
JAM  , Jamaica               , 2021, 2.7013            , 2.7013            , 104.0, SA
JAM  , Jamaica               , 2024, 2.90889465217391  , 2.90889465217391  , 101.0, SA
JOR  , Jordan                , 2019, 4.42682933807373  , 4.42682933807373  ,  23.0, AS
JOR  , Jordan                , 2021, 4.42682933807373  , 4.42682933807373  ,  23.0, AS
JOR  , Jordan                , 2024, 4.95700147126437  , 4.95700147126437  ,   9.0, AS
JPN  , Japan                 , 2019, 3.22077918052673  , 3.22077918052673  ,  82.0, AS
JPN  , Japan                 , 2021, 3.22077918052673  , 3.22077918052673  ,  82.0, AS
JPN  , Japan                 , 2024, 3.27068469298246  , 3.27068469298246  ,  81.0, AS
KAZ  , Kazakhstan            , 2019, 3.26250004768372  , 3.26250004768372  ,  77.0, AS
KAZ  , Kazakhstan            , 2021, 3.26250004768372  , 3.26250004768372  ,  77.0, AS
KAZ  , Kazakhstan            , 2024, 3.0519245         , 3.0519245         ,  94.0, AS
KEN  , Kenya                 , 2019, 3.36046504974365  , 3.36046504974365  ,  65.0, AF
KEN  , Kenya                 , 2021, 3.36046504974365  , 3.36046504974365  ,  65.0, AF
KEN  , Kenya                 , 2024, 3.4602368245614   , 3.4602368245614   ,  73.0, AF
KGZ  , Kyrgyz Republic       , 2019, 4.2315788269043   , 4.2315788269043   ,  29.0, AS
KGZ  , Kyrgyz Republic       , 2021, 4.2315788269043   , 4.2315788269043   ,  29.0, AS
KGZ  , Kyrgyz Republic       , 2024, 4.2655705786802   , 4.2655705786802   ,  35.0, AS
KHM  , Cambodia              , 2019, 4.03508758544922  , 4.03508758544922  ,  37.0, AS
KHM  , Cambodia              , 2021, 4.03508758544922  , 4.03508758544922  ,  37.0, AS
KHM  , Cambodia              , 2024, 4.0902813030303   , 4.0902813030303   ,  44.0, AS
KOR  , "Korea, Rep."         , 2019, 3.19000005722046  , 3.19000005722046  ,  83.0, AS
KOR  , "Korea, Rep."         , 2021, 3.19000005722046  , 3.19000005722046  ,  83.0, AS
KOR  , "Korea, Rep."         , 2024, 3.1298645         , 3.1298645         ,  89.0, AS
KWT  , Kuwait                , 2019, 3.79545450210571  , 3.79545450210571  ,  43.0, AS
KWT  , Kuwait                , 2021, 3.79545450210571  , 3.79545450210571  ,  43.0, AS
KWT  , Kuwait                , 2024, 3.31987692168675  , 3.31987692168675  ,  80.0, AS
LAO  , Lao PDR               , 2019, 4.18333339691162  , 4.18333339691162  ,  31.0, AS
LAO  , Lao PDR               , 2021, 4.18333339691162  , 4.18333339691162  ,  31.0, AS
LAO  , Lao PDR               , 2024, 4.2425250964467   , 4.2425250964467   ,  37.0, AS
LBN  , Lebanon               , 2019, 3.26666665077209  , 3.26666665077209  ,  76.0, AS
LBN  , Lebanon               , 2021, 3.26666665077209  , 3.26666665077209  ,  76.0, AS
LBN  , Lebanon               , 2024, 3.26666665077209  , 3.26666665077209  ,  82.0, AS
LKA  , Sri Lanka             , 2019, 4.49333333969116  , 4.49333333969116  ,  18.0, AS
LKA  , Sri Lanka             , 2021, 4.49333333969116  , 4.49333333969116  ,  18.0, AS
LKA  , Sri Lanka             , 2024, 3.84330123602484  , 3.84330123602484  ,  55.0, AS
LTU  , Lithuania             , 2019, 3.15053772926331  , 3.15053772926331  ,  86.0, EU
LTU  , Lithuania             , 2021, 3.15053772926331  , 3.15053772926331  ,  86.0, EU
LTU  , Lithuania             , 2024, 3.24500671586716  , 3.24500671586716  ,  83.0, EU
LUX  , Luxembourg            , 2019, 3.31111121177673  , 3.31111121177673  ,  69.0, EU
LUX  , Luxembourg            , 2021, 3.31111121177673  , 3.31111121177673  ,  69.0, EU
LUX  , Luxembourg            , 2024, 3.84516924528302  , 3.84516924528302  ,  54.0, EU
LVA  , Latvia                , 2019, 3.27058815956116  , 3.27058815956116  ,  75.0, EU
LVA  , Latvia                , 2021, 3.27058815956116  , 3.27058815956116  ,  75.0, EU
LVA  , Latvia                , 2024, 2.95554823863636  , 2.95554823863636  ,  99.0, EU
MAR  , Morocco               , 2019, 3.71875           , 3.71875           ,  51.0, AF
MAR  , Morocco               , 2021, 3.71875           , 3.71875           ,  51.0, AF
MAR  , Morocco               , 2024, 3.790162          , 3.790162          ,  56.0, AF
MDA  , Moldova               , 2019, 3.03076934814453  , 3.03076934814453  ,  91.0, EU
MDA  , Moldova               , 2021, 3.03076934814453  , 3.03076934814453  ,  91.0, EU
MDA  , Moldova               , 2024, 3.03076934814453  , 3.03076934814453  ,  95.0, EU
MEX  , Mexico                , 2019, 3.23711347579956  , 3.23711347579956  ,  80.0, NA
MEX  , Mexico                , 2021, 3.23711347579956  , 3.23711347579956  ,  80.0, NA
MEX  , Mexico                , 2024, 3.38150815789474  , 3.38150815789474  ,  76.0, NA
MKD  , North Macedonia       , 2019, 2.625             , 2.625             , 108.0, EU
MKD  , North Macedonia       , 2021, 2.625             , 2.625             , 108.0, EU
MKD  , North Macedonia       , 2024, 3.06117469863014  , 3.06117469863014  ,  93.0, EU
MLI  , Mali                  , 2019, 3.0238094329834   , 3.0238094329834   ,  93.0, AF
MLI  , Mali                  , 2021, 3.0238094329834   , 3.0238094329834   ,  93.0, AF
MLI  , Mali                  , 2024, 3.49362027777778  , 3.49362027777778  ,  70.0, AF
MLT  , Malta                 , 2019, 3.43103456497192  , 3.43103456497192  ,  60.0, EU
MLT  , Malta                 , 2021, 3.43103456497192  , 3.43103456497192  ,  60.0, EU
MLT  , Malta                 , 2024, 3.74257761904762  , 3.74257761904762  ,  59.0, EU
MNE  , Montenegro            , 2019, 3.75384616851807  , 3.75384616851807  ,  47.0, EU
MNE  , Montenegro            , 2021, 3.75384616851807  , 3.75384616851807  ,  47.0, EU
MNE  , Montenegro            , 2024, 4.27564448648649  , 4.27564448648649  ,  34.0, EU
MNG  , Mongolia              , 2019, 3.17857146263123  , 3.17857146263123  ,  84.0, AS
MNG  , Mongolia              , 2021, 3.17857146263123  , 3.17857146263123  ,  84.0, AS
MNG  , Mongolia              , 2024, 3.02712574850299  , 3.02712574850299  ,  96.0, AS
MUS  , Mauritius             , 2019, 4.1076922416687   , 4.1076922416687   ,  33.0, AF
MUS  , Mauritius             , 2021, 4.1076922416687   , 4.1076922416687   ,  33.0, AF
MUS  , Mauritius             , 2024, 4.21785037962963  , 4.21785037962963  ,  38.0, AF
MWI  , Malawi                , 2019, 3.72151899337769  , 3.72151899337769  ,  50.0, AF
MWI  , Malawi                , 2021, 3.72151899337769  , 3.72151899337769  ,  50.0, AF
MWI  , Malawi                , 2024, 3.683206671875    , 3.683206671875    ,  62.0, AF
MYS  , Malaysia              , 2019, 4.06451606750488  , 4.06451606750488  ,  34.0, AS
MYS  , Malaysia              , 2021, 4.06451606750488  , 4.06451606750488  ,  34.0, AS
MYS  , Malaysia              , 2024, 4.35471783458647  , 4.35471783458647  ,  28.0, AS
NAM  , Namibia               , 2019, 4.56140327453613  , 4.56140327453613  ,  17.0, AF
NAM  , Namibia               , 2021, 4.56140327453613  , 4.56140327453613  ,  17.0, AF
NAM  , Namibia               , 2024, 4.69415948717949  , 4.69415948717949  ,  15.0, AF
NGA  , Nigeria               , 2019, 2.24137926101685  , 2.24137926101685  , 117.0, AF
NGA  , Nigeria               , 2021, 2.24137926101685  , 2.24137926101685  , 117.0, AF
NGA  , Nigeria               , 2024, 2.34661404651163  , 2.34661404651163  , 117.0, AF
NIC  , Nicaragua             , 2019, 2.4912281036377   , 2.4912281036377   , 113.0, SA
NIC  , Nicaragua             , 2021, 2.4912281036377   , 2.4912281036377   , 113.0, SA
NIC  , Nicaragua             , 2024, 2.4912281036377   , 2.4912281036377   , 114.0, SA
NLD  , Netherlands           , 2019, 3.12048196792603  , 3.12048196792603  ,  88.0, EU
NLD  , Netherlands           , 2021, 3.12048196792603  , 3.12048196792603  ,  88.0, EU
NLD  , Netherlands           , 2024, 3.02495852017937  , 3.02495852017937  ,  97.0, EU
NPL  , Nepal                 , 2019, 3.36263728141785  , 3.36263728141785  ,  64.0, AS
NPL  , Nepal                 , 2021, 3.36263728141785  , 3.36263728141785  ,  64.0, AS
NPL  , Nepal                 , 2024, 3.46454521875     , 3.46454521875     ,  72.0, AS
NZL  , New Zealand           , 2019, 3.27536225318909  , 3.27536225318909  ,  74.0, OC
NZL  , New Zealand           , 2021, 3.27536225318909  , 3.27536225318909  ,  74.0, OC
NZL  , New Zealand           , 2024, 4.5791592         , 4.5791592         ,  20.0, OC
OMN  , Oman                  , 2019, 4.46861           , 4.46861           ,  20.0, AS
OMN  , Oman                  , 2021, 4.46861           , 4.46861           ,  20.0, AS
OMN  , Oman                  , 2024, 4.83446926943005  , 4.83446926943005  ,  12.0, AS
PAK  , Pakistan              , 2019, 4.60533094406128  , 4.60533094406128  ,  13.0, AS
PAK  , Pakistan              , 2021, 4.60533094406128  , 4.60533094406128  ,  13.0, AS
PAK  , Pakistan              , 2024, 4.16264742472266  , 4.16264742472266  ,  41.0, AS
PAN  , Panama                , 2019, 3.35714292526245  , 3.35714292526245  ,  66.0, SA
PAN  , Panama                , 2021, 3.35714292526245  , 3.35714292526245  ,  66.0, SA
PAN  , Panama                , 2024, 3.40019099019608  , 3.40019099019608  ,  75.0, SA
PER  , Peru                  , 2019, 2.70000004768372  , 2.70000004768372  , 105.0, SA
PER  , Peru                  , 2021, 2.70000004768372  , 2.70000004768372  , 105.0, SA
PER  , Peru                  , 2024, 3.15752671657754  , 3.15752671657754  ,  87.0, SA
PHL  , Philippines           , 2019, 3.24390244483948  , 3.24390244483948  ,  79.0, AS
PHL  , Philippines           , 2021, 3.24390244483948  , 3.24390244483948  ,  79.0, AS
PHL  , Philippines           , 2024, 3.98159014673913  , 3.98159014673913  ,  49.0, AS
POL  , Poland                , 2019, 3.65841579437256  , 3.65841579437256  ,  52.0, EU
POL  , Poland                , 2021, 3.65841579437256  , 3.65841579437256  ,  52.0, EU
POL  , Poland                , 2024, 3.92041064179104  , 3.92041064179104  ,  52.0, EU
PRT  , Portugal              , 2019, 4.01265811920166  , 4.01265811920166  ,  40.0, EU
PRT  , Portugal              , 2021, 4.01265811920166  , 4.01265811920166  ,  40.0, EU
PRT  , Portugal              , 2024, 3.94692662921348  , 3.94692662921348  ,  51.0, EU
PRY  , Paraguay              , 2019, 2.73170733451843  , 2.73170733451843  , 101.0, SA
PRY  , Paraguay              , 2021, 2.73170733451843  , 2.73170733451843  , 101.0, SA
PRY  , Paraguay              , 2024, 2.735739171875    , 2.735739171875    , 108.0, SA
QAT  , Qatar                 , 2019, 4.59562015533447  , 4.59562015533447  ,  14.0, AS
QAT  , Qatar                 , 2021, 4.59562015533447  , 4.59562015533447  ,  14.0, AS
QAT  , Qatar                 , 2024, 4.87165497435898  , 4.87165497435898  ,  10.0, AS
ROU  , Romania               , 2019, 3.78205132484436  , 3.78205132484436  ,  44.0, EU
ROU  , Romania               , 2021, 3.78205132484436  , 3.78205132484436  ,  44.0, EU
ROU  , Romania               , 2024, 3.7845876744186   , 3.7845876744186   ,  57.0, EU
RWA  , Rwanda                , 2019, 4.05670785903931  , 4.05670785903931  ,  35.0, AF
RWA  , Rwanda                , 2021, 4.05670785903931  , 4.05670785903931  ,  35.0, AF
RWA  , Rwanda                , 2024, 4.53141894186047  , 4.53141894186047  ,  21.0, AF
SAU  , Saudi Arabia          , 2019, 4.46130657196045  , 4.46130657196045  ,  21.0, AS
SAU  , Saudi Arabia          , 2021, 4.46130657196045  , 4.46130657196045  ,  21.0, AS
SAU  , Saudi Arabia          , 2024, 5.01443931395349  , 5.01443931395349  ,   7.0, AS
SEN  , Senegal               , 2019, 3.5               , 3.5               ,  57.0, AF
SEN  , Senegal               , 2021, 3.5               , 3.5               ,  57.0, AF
SEN  , Senegal               , 2024, 4.2648242601626   , 4.2648242601626   ,  36.0, AF
SGP  , Singapore             , 2019, 4.00634384155273  , 4.00634384155273  ,  41.0, AS
SGP  , Singapore             , 2021, 4.00634384155273  , 4.00634384155273  ,  41.0, AS
SGP  , Singapore             , 2024, 4.291806          , 4.291806          ,  33.0, AS
SLE  , Sierra Leone          , 2019, 2.79999995231628  , 2.79999995231628  ,  99.0, AF
SLE  , Sierra Leone          , 2021, 2.79999995231628  , 2.79999995231628  ,  99.0, AF
SLE  , Sierra Leone          , 2024, 2.66390462135922  , 2.66390462135922  , 110.0, AF
SLV  , El Salvador           , 2019, 2.58823537826538  , 2.58823537826538  , 111.0, SA
SLV  , El Salvador           , 2021, 2.58823537826538  , 2.58823537826538  , 111.0, SA
SLV  , El Salvador           , 2024, 2.79773530232558  , 2.79773530232558  , 104.0, SA
SRB  , Serbia                , 2019, 3.40909099578857  , 3.40909099578857  ,  61.0, EU
SRB  , Serbia                , 2021, 3.40909099578857  , 3.40909099578857  ,  61.0, EU
SRB  , Serbia                , 2024, 3.71290815865385  , 3.71290815865385  ,  60.0, EU
SVK  , Slovak Republic       , 2019, 2.66666674613953  , 2.66666674613953  , 106.0, EU
SVK  , Slovak Republic       , 2021, 2.66666674613953  , 2.66666674613953  , 106.0, EU
SVK  , Slovak Republic       , 2024, 2.73978046511628  , 2.73978046511628  , 107.0, EU
SVN  , Slovenia              , 2019, 2.75308632850647  , 2.75308632850647  , 100.0, EU
SVN  , Slovenia              , 2021, 2.75308632850647  , 2.75308632850647  , 100.0, EU
SVN  , Slovenia              , 2024, 2.87028645714286  , 2.87028645714286  , 102.0, EU
SWE  , Sweden                , 2019, 4.14754104614258  , 4.14754104614258  ,  32.0, EU
SWE  , Sweden                , 2021, 4.14754104614258  , 4.14754104614258  ,  32.0, EU
SWE  , Sweden                , 2024, 4.632186          , 4.632186          ,  18.0, EU
